Probe_ID	bitset_0
cg05481960_TC11	70368744243201
cg05481968_BC11	70368744243201
cg05481969_TC11	70368744243201
cg05482221_BC11	70368744243201
cg05482264_TC21	70368744243201
cg05482493_BC21	70368744243201
cg05482495_BC11	70368744243201
cg05482518_TC21	70368744243201
cg05482677_TC11	70368744243201
cg05482685_BC11	70368744243201
cg05483082_TC21	70368744243201
cg05483083_TC11	70368744243201
cg05483087_BC11	70368744243201
cg05483088_TC21	70368744243201
cg05483166_BC11	70368744243201
cg05483209_TC11	70368744243201
cg05483213_BC21	70368744243201
cg05483244_BC21	70368744243201
cg05483247_BC21	70368744243201
cg05483299_TC21	70368744243201
cg05483484_TC11	70368744243201
cg05483644_TC21	70368744243201
cg05483725_BC21	70368744243201
cg05484507_BC21	70368744243201
cg05484620_BC11	70368744243201
cg05484659_TC21	70368744243201
cg05485199_TC21	70368744243201
cg05485204_BC21	4194304
cg05485229_TC11	70368744243201
cg05485430_BC21	70368744243201
cg05485619_BC21	70368744243201
cg05485980_BC11	68719478784
cg05485981_BC21	68719478784
cg05485982_TC21	68719478784
cg05486094_BC21	68786585600
cg05486650_BC11	158329674399744
cg05486872_BC21	8589934592
cg05487105_TC21	16
cg05487134_TC21	75497472
cg05488650_TC21	70368744177664
cg05490881_TC21	34359803904
cg05490881_TC22	34359803904
cg05491166_BC21	8589950976
cg05491836_BC21	9129426960
cg05492306_TC21	274877908992
cg05492387_TC21	65536
cg05492810_BC11	16384
cg05493407_TC21	67108864
cg05494069_TC21	549755813888
cg05496203_BC21	131072
cg05496913_TC21	4194304
cg05498041_BC21	4398046511104
cg05498726_BC21	16
cg05500840_TC11	268435456
cg05501617_TC21	100664320
cg05501682_TC21	34359738368
cg05501836_TC21	1048576
cg05504194_BC11	160803642671168
cg05504732_BC21	34359738368
cg05508455_TC21	549755813888
cg05509609_BC21	276824586
cg05510041_BC21	536870928
cg05512684_BC11	70368744177728
cg05513511_TC21	100663360
cg05514136_BC21	128
cg05514401_BC21	17592188403712
cg05514531_BC21	1075838977
cg05515143_TC21	134217728
cg05515143_TC22	134217728
cg05515143_TC23	134217728
cg05515143_TC24	134217728
cg05516059_TC21	4398046511104
cg05516537_TC21	2147614720
cg05516773_BC21	268435456
cg05517106_TC21	8589934592
cg05517541_BC21	70368744179200
cg05520765_TC21	67764224
cg05520765_TC22	67764224
cg05520940_BC21	16
cg05521261_TC21	17592188141569
cg05521581_TC11	1536
cg05521619_BC21	140737488355328
cg05522498_BC21	4194304
cg05522869_BC21	70368760954880
cg05522879_BC21	70368760954880
cg05522987_TC21	70368760954880
cg05522988_TC21	70368760954880
cg05523259_BC21	70368760954880
cg05523464_BC21	70368760954880
cg05523471_BC21	70368760954880
cg05523492_TC21	70368760954880
cg05523493_BC11	70368760954880
cg05523500_BC11	536870912
cg05523911_BC11	140806207832064
cg05525364_TC21	4294967296
cg05525648_TC21	8589942784
cg05527430_TC21	65540
cg05527996_TC21	137440002048
cg05529039_BC21	1073741824
cg05529249_BC21	8589934592
cg05529278_TC11	16
cg05530294_BC21	536870912
cg05530566_TC21	70368744177664
cg05530630_BC21	1649269800978
cg05531309_BC21	35184372088832
cg05534593_BC21	2147483648
cg05534807_TC21	4194304
cg05538432_TC21	100664832
cg05540716_TC21	68719476736
cg05541069_BC11	4398046511104
cg05541267_TC21	4243456
cg05541614_TC11	512
cg05542176_BC21	512
cg05542321_TC21	512
cg05543179_TC21	128
cg05543456_TC11	68719476736
cg05543520_BC21	4210688
cg05543864_TC21	2147483648
cg05544203_BC21	8
cg05544204_TC11	8
cg05544403_TC11	8
cg05544517_TC11	8
cg05544625_BC11	8
cg05544649_BC11	8
cg05544787_TC21	8
cg05544919_BC21	8
cg05547853_BC21	140737488355328
cg05550603_TC21	536870912
cg05550893_TC21	32
cg05551003_TC21	16777216
cg05551068_BC11	2048
cg05551922_BC11	8796093022272
cg05552318_TC21	64
cg05552874_TC21	35184439198720
cg05555990_BC21	536870912
cg05556923_BC11	68719476744
cg05557874_BC21	4
cg05558714_TC21	70368744177664
cg05559557_BC21	4299161600
cg05559808_BC21	8589950976
cg05560913_BC21	16384
cg05561696_TC21	2199092723712
cg05563672_BC11	4
cg05564678_TC21	135168
cg05565239_BC21	524288
cg05565390_BC11	135168
cg05565691_TC21	135168
cg05565815_TC21	135168
cg05566482_TC21	135168
cg05566961_BC21	140738562097152
cg05566961_BC22	140738562097152
cg05568549_TC21	140806213074950
cg05569018_TC21	8193
cg05569109_BC11	268435456
cg05571758_TC21	536870912
cg05572037_TC21	8192
cg05573264_BC21	68736253952
cg05573306_BC21	1649267441664
cg05573699_BC21	6442450944
cg05573767_BC21	49152
cg05577118_TC11	16
cg05577311_TC21	16
cg05579179_TC21	536870912
cg05579598_TC21	16384
cg05580511_BC21	8589934592
cg05580530_BC21	8589934592
cg05581035_TC11	8589934592
cg05581075_BC21	8589934592
cg05581125_TC21	8589934592
cg05581469_TC21	549890031616
cg05582099_BC21	8590196736
cg05582310_BC11	524288
cg05583859_TC21	16
cg05584950_BC21	562949953421312
cg05585795_BC21	1
cg05585911_TC21	140737488355328
cg05587474_BC21	33554432
cg05588770_TC11	34359738368
cg05589032_TC21	34359738368
cg05589560_BC11	34359738368
cg05589715_TC21	4194304
cg05589715_TC22	4194304
cg05590143_TC21	8768
cg05590294_TC21	17592269930560
cg05590616_TC11	2048
cg05590710_TC21	34359738368
cg05590711_TC21	34359738368
cg05590712_BC21	34359738368
cg05590738_BC21	34359738368
cg05590771_TC21	34359738368
cg05590818_BC21	536870912
cg05590956_TC21	34359738368
cg05591133_BC21	34359738368
cg05591388_TC21	34359738368
cg05591415_TC21	1133871628288
cg05591527_BC11	1099511889920
cg05591642_BC21	1099511889920
cg05592571_BC11	128
cg05592638_BC21	128
cg05593749_TC21	70368744177668
cg05593887_BC21	70368744177664
cg05595301_TC11	4194304
cg05595469_TC21	536870912
cg05598969_BC21	32768
cg05599723_BC21	297795584
cg05600164_TC21	8
cg05600342_TC21	1073741824
cg05600609_BC21	134217728
cg05603527_TC11	1099645845504
cg05603985_TC21	8796093022208
cg05604112_BC21	4194304
cg05604874_TC21	537133056
cg05607210_BC21	70369281048576
cg05607247_BC11	70369281048576
cg05607555_TC21	70369281048576
cg05607801_BC21	1048576
cg05608511_BC21	281474976710656
cg05612310_BC11	1048576
cg05612876_TC21	134217728
cg05613401_BC11	1048576
cg05613549_TC21	1048576
cg05613662_BC11	1048576
cg05613745_TC21	1048576
cg05614305_BC21	32768
cg05614735_BC21	16
cg05615001_TC11	8208
cg05615001_TC21	8208
cg05615477_BC21	70368744177664
cg05617307_TC21	35184372088832
cg05617798_BC21	135168
cg05618647_TC11	67109952
cg05618771_BC21	1048576
cg05619597_BC11	8192
cg05620821_BC11	49152
cg05622472_TC21	1174405122
cg05622550_BC11	67764224
cg05623055_BC11	153354240
cg05623144_BC21	153354240
cg05623165_TC11	153354240
cg05624510_TC11	35184372088832
cg05625471_TC21	1024
cg05632631_TC21	549755813890
cg05632641_BC11	274877972608
cg05634376_BC21	562958544666624
cg05634637_TC21	8208
cg05638439_BC11	4096
cg05638439_BC12	4096
cg05638821_BC21	32768
cg05639258_TC21	1073742080
cg05639392_TC21	8193
cg05639392_TC22	8193
cg05640294_BC21	8724152320
cg05640320_BC21	562958544666624
cg05640322_TC11	1649267441664
cg05640540_TC21	16777216
cg05640593_BC11	1074012160
cg05641843_BC21	35186519572480
cg05643246_BC21	104858880
cg05643988_TC21	16384
cg05644049_TC21	6442450944
cg05644480_TC21	1536
cg05644889_BC21	4398046511104
cg05645505_BC21	8589934592
cg05647891_TC21	68719476736
cg05648629_BC21	8589950976
cg05650144_TC21	1536
cg05652102_BC21	140737488404480
cg05653018_TC21	278528
cg05653335_BC21	8594128896
cg05654290_TC21	512
cg05654361_TC21	49280
cg05655671_BC11	1073742080
cg05656364_BC21	68786585600
cg05656705_BC11	134217728
cg05656876_TC21	9129426960
cg05656954_BC21	134217728
cg05656963_BC21	134217728
cg05657024_TC21	134217728
cg05657152_TC21	140737488355328
cg05658107_BC21	4194304
cg05658730_TC21	549755813888
cg05660071_TC21	2098176
cg05660106_TC21	1600
cg05660117_TC11	2098176
cg05660298_BC11	2098176
cg05662939_TC21	8804682956800
cg05662940_TC11	8804682956800
cg05663025_TC21	8804682956800
cg05663031_BC21	17592186044417
cg05663039_BC11	8804682956800
cg05663122_BC11	2147483648
cg05663457_TC11	8804682956800
cg05663491_BC21	8804682956800
cg05663536_TC21	8804682956800
cg05663655_BC21	34360066049
cg05663971_TC21	16777216
cg05664105_BC21	70368744177664
cg05664330_TC21	8804682956800
cg05665093_TC21	35184372088833
cg05666193_TC21	8192
cg05666287_BC21	1310720
cg05666818_BC21	8192
cg05667311_TC21	524288
cg05668853_BC21	1
cg05669285_BC21	7516196864
cg05670193_BC21	1050624
cg05670461_TC21	17592186052608
cg05670530_BC21	26388279083008
cg05670790_TC21	35185445830656
cg05671758_TC21	1048576
cg05672663_TC21	2146304
cg05675372_BC21	562958544666624
cg05676833_TC21	67108864
cg05677062_TC11	196608
cg05677181_TC21	67108864
cg05677219_TC11	67108864
cg05677508_BC21	262144
cg05683504_TC21	268435456
cg05684907_BC21	268435458
cg05686497_BC11	8192
cg05687210_BC11	2048
cg05687432_TC21	1099511627776
cg05688616_TC11	8589942784
cg05688739_BC21	70368748388352
cg05689600_TC21	262144
cg05689766_BC21	2147483648
cg05689969_BC21	68719476736
cg05694052_TC21	33554432
cg05694563_TC21	562949953421313
cg05694621_BC11	17592269932544
cg05694825_TC21	34359803904
cg05696877_TC21	234881024
cg05697249_BC21	8589934592
cg05699505_TC11	580542139990016
cg05700220_BC21	70368744177664
cg05700627_TC21	16
cg05702218_BC21	272629760
cg05702448_TC11	2048
cg05704155_BC11	562949953421312
cg05704833_BC21	2199023255552
cg05706652_BC21	8589934592
cg05707492_TC21	549755813888
cg05707492_TC22	549755813888
cg05707844_TC11	117440512
cg05708656_TC21	1099511627776
cg05708656_TC22	1099511627776
cg05708799_TC21	1074790400
cg05708960_TC21	1074790400
cg05709507_TC21	17592186322996
cg05709720_BC21	537395216
cg05710301_BC21	34359803904
cg05710301_BC22	34359803904
cg05710301_BC23	34359803904
cg05714729_BC21	2
cg05714837_TC21	17592188157952
cg05714854_BC21	17592188157952
cg05715138_TC21	4398046511104
cg05715492_BC11	140738562097152
cg05715564_TC21	49152
cg05716278_BC21	17592188141569
cg05716556_TC21	1024
cg05716854_BC21	128
cg05718056_TC21	17592186044416
cg05718255_TC21	703756171739200
cg05719180_TC21	5368713216
cg05719472_BC21	35185445830656
cg05720153_TC11	17592186052608
cg05720199_BC11	17592186052608
cg05720261_TC11	17179869184
cg05720721_BC21	70368744177664
cg05720721_BC22	70368744177664
cg05720721_BC23	70368744177664
cg05720871_TC21	16384
cg05721773_TC21	16384
cg05722371_TC21	128
cg05723130_TC21	8704
cg05724065_TC21	2097152
cg05724235_BC11	140737622573056
cg05724237_TC21	140737622573056
cg05724284_TC11	140737622573056
cg05724288_BC21	140737622573056
cg05725263_TC11	562958544666624
cg05725703_BC21	8589934592
cg05726118_BC21	290271069733184
cg05726756_BC21	4398046511104
cg05727225_TC21	18874368
cg05727605_BC11	70368761217024
cg05728223_BC21	2097152
cg05728281_TC21	6291456
cg05729588_BC21	562951027163137
cg05730183_TC21	8192
cg05731801_TC21	32768
cg05732471_TC21	70377334112256
cg05733341_BC21	70377334112256
cg05733786_TC21	70377334112256
cg05734214_TC21	70377334112256
cg05734254_TC11	70377334112256
cg05734511_TC21	70377334112256
cg05734973_TC21	1024
cg05735069_TC21	70377334112256
cg05735282_BC21	70377334112256
cg05739419_TC21	562949953421312
cg05739476_TC21	16384
cg05739933_TC21	1099511627776
cg05740244_TC21	4398048870400
cg05740564_BC11	537006080
cg05740575_TC21	8192
cg05740619_BC21	537006080
cg05741561_TC21	562949953421312
cg05744184_TC21	17592186044417
cg05744229_TC21	8724152320
cg05745461_TC21	16384
cg05751310_BC21	16384
cg05754122_BC21	1536
cg05754632_BC21	70385926144000
cg05755985_BC11	35184372088832
cg05756109_TC11	2048
cg05759269_BC21	18220410998848
cg05759948_BC21	562949953421826
cg05760722_BC21	70368744177664
cg05761355_BC21	100663296
cg05761882_TC21	512
cg05762326_TC21	140737488355328
cg05763558_BC21	64
cg05765011_BC21	8589950976
cg05765906_BC21	71468255805440
cg05766129_TC21	70368744177664
cg05766479_TC21	33570816
cg05767421_TC21	256
cg05768362_BC21	70368744177664
cg05769558_TC21	16777216
cg05775709_TC21	140737488355328
cg05776336_TC21	2098176
cg05776861_BC21	536870912
cg05777061_TC21	68853694976
cg05778424_BC21	16384
cg05778706_TC21	100663296
cg05778709_BC21	268435456
cg05780006_TC21	32768
cg05780155_BC21	805306368
cg05781968_BC11	17179877376
cg05782078_TC21	1048576
cg05782444_BC21	8784
cg05782444_BC22	8784
cg05782444_BC23	8784
cg05783053_TC21	16384
cg05783223_BC21	2
cg05783384_BC11	1048576
cg05784201_TC21	281569465991168
cg05785753_BC21	16384
cg05786348_BC21	66561
cg05787590_BC21	70368744177664
cg05788267_BC21	274877906944
cg05788267_BC22	274877906944
cg05788725_BC21	2097153
cg05788855_BC11	536870912
cg05790989_BC21	4194304
cg05791025_TC21	8589942785
cg05792022_BC11	137438953472
cg05793020_BC21	16384
cg05793930_BC21	562949953421312
cg05796321_BC11	4398046511104
cg05797055_BC21	281474976710656
cg05797770_BC11	563018672898048
cg05798059_BC21	16384
cg05799169_BC11	77309411328
cg05801648_BC11	16
cg05802075_TC21	67108868
cg05802386_TC21	550832717824
cg05802545_TC21	32
cg05803035_BC21	34359738369
cg05803173_TC11	16
cg05803371_TC11	16
cg05803384_TC21	16
cg05803474_BC11	16
cg05804175_BC21	16
cg05804582_BC21	16
cg05804782_TC21	16
cg05805049_TC21	16
cg05805677_TC21	16
cg05805751_BC21	16
cg05805781_BC11	16
cg05805894_BC11	16
cg05807666_TC21	8192
cg05808379_TC21	262144
cg05809673_TC21	49156
cg05812089_BC21	8589950976
cg05812269_TC11	1048577
cg05813207_TC21	68719476736
cg05814106_TC21	8796093022208
cg05814312_TC21	8589950976
cg05815247_TC21	4194
cg05815247_TC22	4194
cg05815247_TC23	4194
cg05815404_TC21	549755813888
cg05816157_TC21	140737488355328
cg05816914_TC21	34359738368
cg05818621_TC21	8589950976
cg05819130_TC11	16
cg05820418_TC21	88080448
cg05820448_BC21	524288
cg05822532_BC11	8192
cg05822633_TC21	268435456
cg05824218_BC21	16448
cg05824275_TC11	562949953454592
cg05825053_TC21	17592186044416
cg05826214_BC21	270532612
cg05828624_TC21	562949961809920
cg05832377_BC21	536870912
cg05834639_TC21	35185446010880
cg05834728_TC21	256
cg05835105_TC11	549755813888
cg05836043_TC21	8192
cg05836725_TC21	163840
cg05838113_BC11	268435456
cg05838308_TC21	2367504
cg05838553_TC21	281474976710656
cg05840412_TC21	77309411328
cg05840754_TC21	536870912
cg05842846_BC21	128
cg05844321_BC21	8192
cg05844409_BC21	4398046511104
cg05845030_TC21	2367552
cg05846716_TC21	137438953472
cg05847519_TC21	77309412352
cg05847670_TC21	4194304
cg05848863_TC11	268468224
cg05849612_BC21	8192
cg05851333_TC21	16777216
cg05851482_TC21	281474976710656
cg05855065_TC21	32
cg05858920_TC21	6340608
cg05859264_TC21	32784
cg05859777_BC21	268435456
cg05860111_BC21	536870912
cg05860556_TC21	536875008
cg05860723_BC11	8589934592
cg05860956_TC21	703687441776640
cg05861001_BC21	16777216
cg05861426_TC11	16777216
cg05861432_BC21	16777216
cg05862014_TC11	16777216
cg05862075_BC21	16777216
cg05862099_BC21	16777216
cg05863051_BC21	16777216
cg05863443_TC21	537006080
cg05863523_TC21	16777216
cg05864261_TC21	128
cg05864838_BC11	68719476736
cg05865161_BC21	175922935234560
cg05865161_BC22	175922935234560
cg05866062_BC11	4096
cg05866128_BC21	1024
cg05866439_BC21	1024
cg05869037_TC21	1024
cg05869044_BC11	1024
cg05869585_BC21	262144
cg05870356_BC21	234881024
cg05870924_TC21	34359738368
cg05876069_BC21	671088640
cg05876984_BC21	158329758285824
cg05877109_TC21	64
cg05877497_TC11	131072
cg05877565_BC21	17592471265282
cg05881146_BC21	2146304
cg05881146_BC22	2146304
cg05881698_TC11	16
cg05883128_TC21	100663296
cg05883442_BC21	35184372088832
cg05883541_TC21	1048576
cg05884192_TC21	8192
cg05885688_TC21	1048576
cg05886087_BC21	562949978587136
cg05886546_BC11	16
cg05886626_BC21	8796093030912
cg05886671_BC11	137438953472
cg05886671_BC12	137438953472
cg05886671_BC13	137438953472
cg05886671_BC14	137438953472
cg05887493_BC21	34359803904
cg05889768_TC11	1048704
cg05892024_BC21	68719476744
cg05892376_TC21	16
cg05894391_BC11	87960930222080
cg05895618_BC21	8589934592
cg05896138_BC11	1048576
cg05896141_BC11	1048576
cg05896295_TC21	8873410961410
cg05896470_BC11	1048576
cg05897390_BC21	1
cg05897431_BC11	1
cg05897433_TC21	1
cg05897602_BC21	1
cg05897638_TC21	562949953421824
cg05898524_TC21	64
cg05898584_BC11	50331648
cg05898636_TC21	8784
cg05898945_BC21	50331648
cg05899984_BC21	290271069782016
cg05900547_BC21	70368747323392
cg05901543_TC11	16
cg05902522_BC21	8804682956800
cg05903298_BC11	34359738368
cg05903630_TC21	268435456
cg05903800_BC21	135168
cg05904013_TC21	67108864
cg05904716_TC11	17592454479872
cg05906166_TC21	17592186044416
cg05906420_TC21	12582920
cg05907577_BC21	70368744177664
cg05907939_TC21	68719476736
cg05909465_TC11	343597383680
cg05910061_BC11	343597383680
cg05910433_BC21	343597383680
cg05910787_BC21	343597383680
cg05911082_BC21	35185446010880
cg05911990_TC21	11811160064
cg05912499_BC21	536870912
cg05913197_BC11	34359738368
cg05913341_BC21	1649267441664
cg05915981_TC21	32
cg05916255_BC11	562949953421312
cg05916269_TC11	35184372088832
cg05916551_TC21	35184372088832
cg05917797_BC21	4194304
cg05917858_TC21	537001984
cg05920405_BC21	70368748388352
cg05920624_TC21	8589934592
cg05920787_BC21	8589934592
cg05920909_BC21	262144
cg05920998_BC11	35184372088832
cg05921509_TC21	70368744177664
cg05921723_TC21	4194304
cg05921787_BC21	16777216
cg05922384_TC21	335545856
cg05922563_BC21	1048576
cg05925507_TC11	140737488355328
cg05926904_BC21	1048580
cg05927578_TC21	8589950976
cg05927579_TC21	16384
cg05928821_TC21	274877972480
cg05930266_TC21	536870912
cg05930502_TC21	16384
cg05931420_TC11	8192
cg05931439_TC11	140737505142272
cg05936004_BC21	70368760954880
cg05937262_BC21	8192
cg05937603_BC21	8796093022208
cg05937737_TC11	16
cg05939165_TC21	268435456
cg05939236_BC21	268435456
cg05939276_TC21	268435456
cg05939292_BC11	268435456
cg05939570_TC11	268435456
cg05939571_BC21	268435456
cg05939579_TC11	268435456
cg05939624_TC21	268435456
cg05939740_TC11	268435456
cg05939814_TC21	268435456
cg05939914_BC21	268435456
cg05940776_TC21	1024
cg05941655_BC21	1024
cg05941696_BC21	1024
cg05941699_TC21	1024
cg05941919_TC21	1024
cg05941959_BC21	1024
cg05941964_BC11	1024
cg05942128_BC21	268435456
cg05942146_BC11	1024
cg05942191_BC21	1024
cg05942443_TC11	1024
cg05945296_BC11	562949953421312
cg05945297_TC21	562949953421312
cg05947194_TC21	35192962023424
cg05947208_BC21	35192962023424
cg05947572_BC21	49152
cg05949171_BC21	77309412352
cg05949510_TC21	268435456
cg05949748_BC11	268435456
cg05949794_BC21	268435456
cg05949827_TC21	268435456
cg05949853_BC11	268435456
cg05949980_BC21	268435456
cg05950008_BC21	268435456
cg05950215_TC21	268435456
cg05950233_TC11	268435456
cg05950344_BC21	268435456
cg05950401_TC21	268435456
cg05950414_BC11	268435456
cg05950417_BC21	268435456
cg05950485_BC21	277025390592
cg05950869_BC11	268435456
cg05951028_BC21	268435456
cg05951776_TC21	70643622084609
cg05951927_TC11	4398046511104
cg05952475_BC21	4398046511104
cg05954147_BC21	4398046511104
cg05956776_TC21	16384
cg05957477_BC21	549755813888
cg05960039_BC11	1099511627776
cg05960982_TC21	274877907072
cg05963082_TC21	268435458
cg05966078_TC21	8589934592
cg05966228_TC21	135168
cg05966565_BC11	268435458
cg05967295_BC11	8796093022208
cg05967596_BC21	562949953421312
cg05968188_BC21	70643622084736
cg05969306_BC21	68719476736
cg05970288_TC21	1
cg05970317_TC21	67108864
cg05971148_BC21	16
cg05971206_TC11	68719476736
cg05971460_BC21	68719476736
cg05971486_TC21	562951029260288
cg05971506_BC21	68719476736
cg05971891_BC11	536870912
cg05972040_TC21	68719476736
cg05972088_TC11	68719476736
cg05972538_TC21	2199023255552
cg05972630_TC11	68719476736
cg05973028_TC21	140737505133602
cg05976716_TC11	580542139466752
cg05976806_TC21	134217728
cg05977053_BC21	1048576
cg05977109_TC11	1099511627776
cg05977111_TC21	134217728
cg05978306_TC11	8594128896
cg05979020_BC11	268435456
cg05979583_TC11	16777216
cg05979619_BC21	262148
cg05980111_TC21	70368744177664
cg05980603_BC21	70368744177664
cg05980782_BC21	4194304
cg05980782_BC22	4194304
cg05980782_BC23	4194304
cg05981968_BC21	16778304
cg05982017_TC21	140737488355328
cg05983405_TC21	66
cg05985767_BC21	8192
cg05986168_TC21	1048576
cg05987389_BC21	128
cg05987787_BC11	70368744177664
cg05989984_TC21	1048576
cg05991220_BC21	562949953422848
cg05992301_TC21	68719476736
cg05993202_TC21	268435524
cg05993815_BC21	541065216
cg05994974_BC21	100663296
cg05996984_BC21	2
cg05998030_TC21	1048576
cg06000029_BC21	68719476752
cg06000980_BC11	34359738368
cg06001640_TC21	34359738368
cg06001716_BC11	4194
cg06001716_BC21	4194
cg06002804_BC21	524288
cg06003429_TC21	8589942784
cg06005098_BC11	4
cg06005544_TC21	131072
cg06005876_TC21	67108864
cg06007607_BC11	562984313421824
cg06007750_TC21	70368744177664
cg06009880_TC21	17592186044420
cg06010327_TC21	140738562097152
cg06011129_BC11	8192
cg06011210_TC21	8192
cg06011289_BC21	8192
cg06011294_BC11	8192
cg06011299_BC21	8192
cg06012090_TC21	16384
cg06013113_BC11	68719476736
cg06013395_BC21	8589934592
cg06013872_TC21	16777216
cg06014336_TC21	275951714436
cg06016427_TC21	4096
cg06019048_BC21	2
cg06019998_TC21	70368763314176
cg06020164_TC21	64
cg06020238_BC21	281474976718848
cg06020419_TC21	134348800
cg06020978_TC21	553648130
cg06021088_TC21	9126805504
cg06022673_TC21	17660926492672
cg06024215_BC21	1048576
cg06024295_BC21	512
cg06024391_BC21	336592896
cg06025216_TC21	8589950976
cg06025639_TC21	67108864
cg06025827_TC21	805306368
cg06028245_TC21	140737488355328
cg06028246_TC21	140737488355328
cg06028259_TC21	140737488355328
cg06028876_BC11	8858370048
cg06028955_TC11	8858370048
cg06029174_TC11	549755813888
cg06029700_BC21	49152
cg06029905_TC21	268435456
cg06032302_TC21	4096
cg06032813_TC21	140737488355328
cg06033321_BC21	70368744177664
cg06033579_BC11	274882117632
cg06033738_TC21	137438953472
cg06035830_TC21	68719476736
cg06036471_TC21	134217728
cg06037984_BC11	34359803904
cg06038358_BC11	512
cg06038367_BC21	1073741824
cg06038397_BC21	1048576
cg06038777_BC21	524288
cg06039410_BC11	140738563149824
cg06039604_TC11	140738563149824
cg06039608_BC21	140738563149824
cg06039661_BC11	140738563149824
cg06040542_TC21	536870912
cg06041068_BC11	274877907072
cg06041695_TC11	2
cg06041997_TC21	4398046511104
cg06043201_BC21	68719476736
cg06044108_TC21	8192
cg06044403_BC11	281474981429248
cg06044751_BC21	805306368
cg06045225_BC21	16384
cg06045576_TC21	562949953421312
cg06046490_BC21	104857664
cg06046714_BC21	25166848
cg06049177_BC21	565150050418756
cg06049972_TC21	34359738369
cg06050636_TC21	4195840
cg06050964_TC21	1536
cg06052353_BC21	16384
cg06052372_TC21	343597449344
cg06054624_BC11	2147485696
cg06055086_TC11	1024
cg06055763_TC21	64
cg06056004_BC21	34359738368
cg06057546_BC11	70369281048592
cg06058442_BC11	70369281048592
cg06058531_BC21	70369281048592
cg06058607_BC11	70369281048592
cg06058699_BC21	2
cg06058845_BC21	70369281048592
cg06058919_TC11	70369281048592
cg06060335_BC21	2147483648
cg06060868_TC21	34359803904
cg06061081_TC21	2147483648
cg06061483_BC21	17592186044416
cg06062946_TC21	274882117632
cg06064964_BC21	100663296
cg06065549_BC21	1099511627776
cg06066032_TC21	34359803904
cg06067493_BC21	1133871366144
cg06067885_TC21	65536
cg06068163_TC21	2147483648
cg06068369_TC21	1536
cg06069278_TC21	16793600
cg06070002_BC21	2474974904320
cg06070445_TC21	17592186044417
cg06071246_TC21	35185446010880
cg06072309_TC21	8589934592
cg06072560_TC11	2147483648
cg06072571_TC21	2
cg06076692_TC21	70643622084736
cg06077733_BC11	2
cg06077821_TC21	268435456
cg06077899_BC21	1099511627840
cg06078990_BC11	100663296
cg06079669_TC21	268435520
cg06081157_BC21	134217728
cg06082337_TC21	134217728
cg06082709_BC21	1099511627776
cg06083001_TC21	277025394688
cg06083089_TC21	8589934592
cg06085137_TC21	1099511629824
cg06085204_BC21	67108864
cg06085204_BC22	67108864
cg06085672_TC21	562949953421312
cg06085713_TC21	26388279066624
cg06086582_BC21	4
cg06086933_BC21	8590196736
cg06090383_TC21	17182359552
cg06090660_BC11	8192
cg06091539_BC21	4398046511104
cg06091647_TC21	549755813888
cg06091768_BC21	2367488
cg06091768_BC22	2367488
cg06092265_TC11	16384
cg06092948_TC21	17592286708736
cg06093076_BC11	134479872
cg06093460_TC21	16777216
cg06093460_TC22	16777216
cg06093523_BC21	134479872
cg06093587_TC11	134479872
cg06095777_BC21	32
cg06096184_BC21	4210688
cg06096336_BC21	2147483648
cg06097580_BC21	49152
cg06098215_BC21	1048580
cg06098890_BC11	274877906944
cg06099030_TC11	274877906944
cg06099037_TC21	274877906944
cg06099066_TC21	274877906944
cg06099140_BC21	274877906944
cg06099549_TC21	274877906944
cg06099599_BC11	274877906944
cg06099684_TC21	274877906944
cg06099720_BC11	274877906944
cg06099947_TC11	274877906944
cg06099988_BC21	274877906944
cg06100032_TC11	274877906944
cg06100161_TC21	6291456
cg06100421_BC21	40960
cg06100807_BC11	32
cg06100991_TC21	1073741825
cg06101180_BC21	17592320262144
cg06101841_BC21	68719476736
cg06102954_BC11	67108864
cg06104007_BC21	262144
cg06105778_BC21	512
cg06107796_TC21	1
cg06108038_BC21	2147483648
cg06108549_BC21	16384
cg06109238_BC21	536920064
cg06112560_TC21	5905715200
cg06112967_BC21	100663296
cg06113534_BC21	4096
cg06113734_BC21	135168
cg06114024_TC11	135168
cg06114391_BC11	135168
cg06115741_TC11	32
cg06116248_BC21	2048
cg06116500_TC21	134250496
cg06116632_TC21	134250496
cg06117133_TC21	562950020530178
cg06118478_TC21	140737622573056
cg06119051_BC21	703687715554304
cg06119321_BC21	131072
cg06119452_BC21	8192
cg06119850_BC21	131072
cg06119865_TC21	131072
cg06120368_TC21	131072
cg06120630_TC11	131072
cg06121226_TC21	16777216
cg06121461_TC11	34359738368
cg06121808_TC21	8796093022272
cg06122230_BC21	67108864
cg06123435_TC21	562949953421312
cg06124683_TC21	8589942784
cg06124683_TC22	8589942784
cg06125385_BC11	68719476736
cg06125461_TC11	8208
cg06127316_TC21	4160
cg06128608_TC21	70368744177688
cg06130976_TC21	1024
cg06133062_BC21	65536
cg06133097_TC21	268435456
cg06133392_TC21	536870912
cg06133392_TC22	536870912
cg06133392_TC23	536870912
cg06134860_TC11	562949953421312
cg06134964_TC21	562949953422848
cg06135495_BC21	34359803905
cg06135586_BC11	17592186044416
cg06135796_TC21	17592186044416
cg06135798_BC11	17592186044416
cg06136002_BC11	135168
cg06136160_BC21	4398046511104
cg06136432_TC21	281474976710656
cg06138427_TC21	1048640
